salesforce_sync_group,group_label,wordpress_field_key,wordpress_label,wordpress_source_path,wordpress_type,wordpress_domain,member_db_storage,member_db_table_or_source,member_db_admin_tab,default_salesforce_object_key,default_salesforce_object_label,default_salesforce_object_api_name,default_salesforce_external_id_field,default_salesforce_field_api_name,wordpress_to_salesforce_direction,salesforce_to_wordpress_supported,salesforce_to_wordpress_route,reverse_sync_notes,implementation_notes
membership,"Membership Term",member_db_subscription_record_startdate,"Member Database Subscription Record: Startdate",member_db.subscription_record.startdate,datetime,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_status,"Member Database Subscription Record: Status",member_db.subscription_record.status,string,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_subscription_transaction_id,"Member Database Subscription Record: Subscription Transaction Id",member_db.subscription_record.subscription_transaction_id,string,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_trial_amount,"Member Database Subscription Record: Trial Amount",member_db.subscription_record.trial_amount,decimal,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_trial_limit,"Member Database Subscription Record: Trial Limit",member_db.subscription_record.trial_limit,integer,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
transaction,Transaction,member_db_transaction_record_code,"Member Database Transaction Record: Code",member_db.transaction_record.code,string,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,Code__c,"WordPress -> Salesforce",No,,,
transaction,Transaction,member_db_transaction_record_gateway,"Member Database Transaction Record: Gateway",member_db.transaction_record.gateway,string,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,Gateway__c,"WordPress -> Salesforce",No,,,
transaction,Transaction,member_db_transaction_record_gateway_environment,"Member Database Transaction Record: Gateway Environment",member_db.transaction_record.gateway_environment,string,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,,"WordPress -> Salesforce",No,,,"No default Salesforce field mapping; available in connector for optional mapping."
transaction,Transaction,member_db_transaction_record_id,"Member Database Transaction Record: Id",member_db.transaction_record.id,integer,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,PMPro_Order_ID__c,"WordPress -> Salesforce",No,,,
transaction,Transaction,member_db_transaction_record_membership_id,"Member Database Transaction Record: Membership Id",member_db.transaction_record.membership_id,integer,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,PMPro_Level_ID__c,"WordPress -> Salesforce",No,,,
transaction,Transaction,member_db_transaction_record_notes,"Member Database Transaction Record: Notes",member_db.transaction_record.notes,string,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,,"WordPress -> Salesforce",No,,,"No default Salesforce field mapping; available in connector for optional mapping."
transaction,Transaction,member_db_transaction_record_payment_transaction_id,"Member Database Transaction Record: Payment Transaction Id",member_db.transaction_record.payment_transaction_id,string,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,Payment_Transaction_ID__c,"WordPress -> Salesforce",No,,,
transaction,Transaction,member_db_transaction_record_payment_type,"Member Database Transaction Record: Payment Type",member_db.transaction_record.payment_type,string,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,,"WordPress -> Salesforce",No,,,"No default Salesforce field mapping; available in connector for optional mapping."
transaction,Transaction,member_db_transaction_record_status,"Member Database Transaction Record: Status",member_db.transaction_record.status,string,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,,"WordPress -> Salesforce",No,,,"No default Salesforce field mapping; available in connector for optional mapping."
transaction,Transaction,member_db_transaction_record_subscription_transaction_id,"Member Database Transaction Record: Subscription Transaction Id",member_db.transaction_record.subscription_transaction_id,string,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,Subscription_Transaction_ID__c,"WordPress -> Salesforce",No,,,
transaction,Transaction,member_db_transaction_record_subtotal,"Member Database Transaction Record: Subtotal",member_db.transaction_record.subtotal,decimal,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,,"WordPress -> Salesforce",No,,,"No default Salesforce field mapping; available in connector for optional mapping."
transaction,Transaction,member_db_transaction_record_tax,"Member Database Transaction Record: Tax",member_db.transaction_record.tax,decimal,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,,"WordPress -> Salesforce",No,,,"No default Salesforce field mapping; available in connector for optional mapping."
transaction,Transaction,member_db_transaction_record_timestamp,"Member Database Transaction Record: Timestamp",member_db.transaction_record.timestamp,datetime,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,Transaction_Date__c,"WordPress -> Salesforce",No,,,
transaction,Transaction,member_db_transaction_record_total,"Member Database Transaction Record: Total",member_db.transaction_record.total,decimal,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,Amount__c,"WordPress -> Salesforce",No,,,
transaction,Transaction,member_db_transaction_record_user_id,"Member Database Transaction Record: User Id",member_db.transaction_record.user_id,integer,member_db_transaction_payload,"JSON snapshot in raw_record",wp_aac_member_db_transactions.raw_record,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,WordPress_User_ID__c,"WordPress -> Salesforce",No,,,
transaction,Transaction,member_db_transaction_row_source_date,"Member Database Transaction Row: Source Date",member_db.transaction_row.source_date,datetime,member_db_transaction_row,"Mirror table column",wp_aac_member_db_transactions,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,,"WordPress -> Salesforce",No,,,"No default Salesforce field mapping; available in connector for optional mapping."
transaction,Transaction,member_db_transaction_row_source_record_id,"Member Database Transaction Row: Source Record Id",member_db.transaction_row.source_record_id,integer,member_db_transaction_row,"Mirror table column",wp_aac_member_db_transactions,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,,"WordPress -> Salesforce",No,,,"No default Salesforce field mapping; available in connector for optional mapping."
transaction,Transaction,member_db_transaction_row_source_status,"Member Database Transaction Row: Source Status",member_db.transaction_row.source_status,string,member_db_transaction_row,"Mirror table column",wp_aac_member_db_transactions,Transactions,transaction,"Primary Transaction",Payment_Transaction__c,PMPro_Order_ID__c,Status__c,"WordPress -> Salesforce",No,,,
grant,Grant,grant_application_aac_member_id,"Grant Application: AAC Member ID",grant.application.aac_member_id,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_AAC_Member_ID__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_applicant_email,"Grant Application: Applicant Email",grant.application.applicant_email,email,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_Applicant_Email__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_applicant_name,"Grant Application: Applicant Name",grant.application.applicant_name,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_Applicant_Name__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_applicant_user_id,"Grant Application: WordPress User ID",grant.application.applicant_user_id,integer,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_WordPress_User_ID__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_application_date,"Grant Application: Submitted Date",grant.application.application_date,datetime,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_Submitted_Date__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_category,"Grant Application: Category",grant.application.category,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.","No default Salesforce field mapping; available in connector for optional mapping."
grant,Grant,grant_application_grant_name,"Grant Application: Grant Name",grant.application.grant_name,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_Name__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_grant_slug,"Grant Application: Grant Slug",grant.application.grant_slug,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.","No default Salesforce field mapping; available in connector for optional mapping."
grant,Grant,grant_application_last_note,"Grant Application: Last Reviewer Note",grant.application.last_note,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.","No default Salesforce field mapping; available in connector for optional mapping."
grant,Grant,grant_application_project_title,"Grant Application: Project Title",grant.application.project_title,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_Project_Title__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_requested_amount,"Grant Application: Requested Amount",grant.application.requested_amount,decimal,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_Requested_Amount__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_review_application_id,"Grant Application: Review Application ID",grant.application.review_application_id,integer,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_Review_Application_ID__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_reviewed_at,"Grant Application: Reviewed At",grant.application.reviewed_at,datetime,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_Reviewed_At__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_source,"Grant Application: Source",grant.application.source,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.","No default Salesforce field mapping; available in connector for optional mapping."
grant,Grant,grant_application_source_entry_id,"Grant Application: Source Entry ID",grant.application.source_entry_id,integer,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.","No default Salesforce field mapping; available in connector for optional mapping."
grant,Grant,grant_application_source_form_id,"Grant Application: Source Form ID",grant.application.source_form_id,integer,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.","No default Salesforce field mapping; available in connector for optional mapping."
grant,Grant,grant_application_status,"Grant Application: Workflow Status",grant.application.status,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,Grant_Status__c,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.",
grant,Grant,grant_application_status_key,"Grant Application: Workflow Status Key",grant.application.status_key,string,grants_review_application,"Reviewer application row","AAC Grants Review application repository","Grant Applications",grant,"Primary Grant Application",Grant_Application__c,Grant_Review_Application_ID__c,,"WordPress -> Salesforce",No,,"Grant outbound sync can link the grant object back to Contact via Contact lookup fallback logic.","No default Salesforce field mapping; available in connector for optional mapping."
